Original_sequence_ID	Protein	Count
Library002_barcode56_hap4_rep2_tig00000001	SRK_protein_098	8
Library002_barcode56_hap1_rep4_tig00000004	SRK_protein_098	8
Library002_barcode56_hap2_rep4_tig00000004	SRK_protein_098	8
Library002_barcode56_hap3_rep4_tig00000004	SRK_protein_098	8
Library002_barcode56_hap4_rep4_tig00000004	SRK_protein_098	8
Library002_barcode57_hap1_rep1_tig00000001	SRK_protein_099	12
Library002_barcode57_hap2_rep1_tig00000001	SRK_protein_099	12
Library002_barcode57_hap2_rep3_tig00000001	SRK_protein_099	12
Library002_barcode57_hap3_rep1_tig00000001	SRK_protein_099	12
Library002_barcode57_hap3_rep3_tig00000001	SRK_protein_099	12
Library002_barcode57_hap4_rep3_tig00000001	SRK_protein_099	12
Library002_barcode57_hap1_rep1_tig00000002	SRK_protein_100	6
Library002_barcode57_hap2_rep1_tig00000002	SRK_protein_100	6
Library002_barcode57_hap3_rep1_tig00000002	SRK_protein_100	6
Library002_barcode58_hap1_rep1_tig00000001	SRK_protein_077	25
Library002_barcode58_hap2_rep1_tig00000001	SRK_protein_077	25
Library002_barcode58_hap3_rep1_tig00000001	SRK_protein_077	25
Library002_barcode58_hap4_rep1_tig00000001	SRK_protein_077	25
Library003_barcode60_hap2_rep4_tig00000001	SRK_protein_079	21
Library003_barcode60_hap3_rep4_tig00000001	SRK_protein_079	21
Library003_barcode60_hap1_rep1_tig00000001	SRK_protein_101	6
Library003_barcode60_hap2_rep1_tig00000001	SRK_protein_101	6
Library003_barcode60_hap3_rep1_tig00000001	SRK_protein_101	6
Library003_barcode61_hap1_rep1_tig00000001	SRK_protein_081	224
Library003_barcode61_hap1_rep3_tig00000003	SRK_protein_102	7
Library003_barcode61_hap1_rep4_tig00000003	SRK_protein_103	19
Library003_barcode61_hap2_rep1_tig00000001	SRK_protein_081	224
Library003_barcode61_hap2_rep3_tig00000003	SRK_protein_102	7
Library003_barcode61_hap3_rep1_tig00000001	SRK_protein_081	224
Library003_barcode61_hap3_rep3_tig00000003	SRK_protein_102	7
Library003_barcode61_hap3_rep4_tig00000003	SRK_protein_103	19
Library003_barcode61_hap4_rep1_tig00000001	SRK_protein_081	224
Library003_barcode61_hap4_rep3_tig00000003	SRK_protein_102	7
Library003_barcode61_hap1_rep1_tig00000002	SRK_protein_102	7
Library003_barcode61_hap1_rep2_tig00000002	SRK_protein_081	224
Library003_barcode61_hap2_rep1_tig00000002	SRK_protein_102	7
Library003_barcode61_hap2_rep2_tig00000002	SRK_protein_081	224
Library003_barcode61_hap2_rep4_tig00000001	SRK_protein_103	19
Library003_barcode61_hap3_rep2_tig00000002	SRK_protein_081	224
Library003_barcode61_hap3_rep3_tig00000002	SRK_protein_104	6
Library003_barcode61_hap3_rep4_tig00000001	SRK_protein_103	19
Library003_barcode61_hap4_rep1_tig00000002	SRK_protein_102	7
Library003_barcode61_hap4_rep2_tig00000002	SRK_protein_081	224
Library003_barcode61_hap4_rep4_tig00000001	SRK_protein_103	19
Library003_barcode62_hap1_rep1_tig00000002	SRK_protein_020	100
Library003_barcode62_hap2_rep1_tig00000002	SRK_protein_020	100
Library003_barcode62_hap3_rep1_tig00000002	SRK_protein_020	100
Library003_barcode62_hap1_rep1_tig00000001	SRK_protein_020	100
Library003_barcode62_hap1_rep3_tig00000001	SRK_protein_105	8
Library003_barcode62_hap2_rep1_tig00000001	SRK_protein_020	100
Library003_barcode62_hap2_rep3_tig00000001	SRK_protein_105	8
Library003_barcode62_hap3_rep1_tig00000001	SRK_protein_020	100
Library003_barcode62_hap3_rep3_tig00000001	SRK_protein_105	8
Library003_barcode62_hap3_rep4_tig00000001	SRK_protein_106	30
Library003_barcode62_hap4_rep1_tig00000001	SRK_protein_020	100
Library003_barcode62_hap4_rep3_tig00000001	SRK_protein_105	8
Library003_barcode62_hap4_rep4_tig00000001	SRK_protein_106	30
Library003_barcode63_hap4_rep4_tig00000002	SRK_protein_107	9
Library003_barcode63_hap1_rep2_tig00000001	SRK_protein_108	8
Library003_barcode63_hap2_rep2_tig00000001	SRK_protein_108	8
Library003_barcode63_hap3_rep2_tig00000001	SRK_protein_108	8
Library003_barcode63_hap4_rep2_tig00000001	SRK_protein_108	8
Library003_barcode64_hap1_rep1_tig00000001	SRK_protein_109	52
Library003_barcode64_hap1_rep4_tig00000001	SRK_protein_109	52
Library003_barcode64_hap2_rep1_tig00000001	SRK_protein_109	52
Library003_barcode64_hap2_rep4_tig00000001	SRK_protein_109	52
Library003_barcode64_hap3_rep1_tig00000001	SRK_protein_109	52
Library003_barcode64_hap3_rep4_tig00000001	SRK_protein_109	52
Library003_barcode64_hap4_rep1_tig00000001	SRK_protein_109	52
Library003_barcode64_hap1_rep2_tig00000004	SRK_protein_110	8
Library003_barcode64_hap1_rep4_tig00000002	SRK_protein_002	115
Library003_barcode64_hap2_rep2_tig00000004	SRK_protein_110	8
Library003_barcode64_hap2_rep4_tig00000002	SRK_protein_002	115
Library003_barcode64_hap3_rep2_tig00000004	SRK_protein_110	8
Library003_barcode64_hap3_rep4_tig00000002	SRK_protein_002	115
Library003_barcode64_hap4_rep2_tig00000004	SRK_protein_110	8
Library003_barcode64_hap4_rep4_tig00000002	SRK_protein_002	115
Library003_barcode65_hap1_rep4_tig00000001	SRK_protein_028	99
Library003_barcode65_hap2_rep4_tig00000001	SRK_protein_028	99
Library003_barcode65_hap3_rep4_tig00000001	SRK_protein_028	99
Library003_barcode65_hap4_rep4_tig00000001	SRK_protein_028	99
Library003_barcode65_hap1_rep3_tig00000002	SRK_protein_111	37
Library003_barcode65_hap1_rep4_tig00000002	SRK_protein_111	37
Library003_barcode65_hap2_rep3_tig00000002	SRK_protein_111	37
Library003_barcode65_hap2_rep4_tig00000002	SRK_protein_111	37
Library003_barcode65_hap3_rep3_tig00000002	SRK_protein_111	37
Library003_barcode65_hap3_rep4_tig00000002	SRK_protein_111	37
Library003_barcode65_hap4_rep4_tig00000002	SRK_protein_111	37
Library003_barcode66_hap1_rep2_tig00000001	SRK_protein_112	6
Library003_barcode66_hap2_rep2_tig00000001	SRK_protein_112	6
Library003_barcode66_hap2_rep3_tig00000002	SRK_protein_018	44
Library003_barcode66_hap3_rep2_tig00000001	SRK_protein_112	6
Library003_barcode66_hap4_rep3_tig00000002	SRK_protein_018	44
Library003_barcode66_hap1_rep1_tig00000001	SRK_protein_113	48
Library003_barcode66_hap2_rep1_tig00000001	SRK_protein_113	48
Library003_barcode66_hap3_rep1_tig00000001	SRK_protein_113	48
Library003_barcode66_hap4_rep1_tig00000001	SRK_protein_113	48
Library003_barcode67_hap1_rep2_tig00000001	SRK_protein_114	52
Library003_barcode67_hap2_rep2_tig00000001	SRK_protein_114	52
Library003_barcode67_hap3_rep2_tig00000001	SRK_protein_114	52
Library003_barcode67_hap4_rep2_tig00000001	SRK_protein_114	52
Library003_barcode67_hap1_rep1_tig00000001	SRK_protein_114	52
Library003_barcode67_hap1_rep2_tig00000002	SRK_protein_114	52
Library003_barcode67_hap2_rep1_tig00000001	SRK_protein_114	52
Library003_barcode67_hap2_rep2_tig00000002	SRK_protein_114	52
Library003_barcode67_hap3_rep1_tig00000001	SRK_protein_114	52
Library003_barcode67_hap3_rep2_tig00000002	SRK_protein_114	52
Library003_barcode67_hap4_rep1_tig00000001	SRK_protein_114	52
Library003_barcode67_hap4_rep2_tig00000002	SRK_protein_114	52
Library003_barcode68_hap1_rep1_tig00000001	SRK_protein_115	8
Library003_barcode68_hap2_rep1_tig00000001	SRK_protein_115	8
Library003_barcode68_hap3_rep1_tig00000001	SRK_protein_115	8
Library003_barcode68_hap4_rep1_tig00000001	SRK_protein_115	8
Library003_barcode69_hap1_rep2_tig00000001	SRK_protein_020	100
Library003_barcode69_hap1_rep4_tig00000001	SRK_protein_020	100
Library003_barcode69_hap2_rep2_tig00000001	SRK_protein_020	100
Library003_barcode69_hap2_rep4_tig00000001	SRK_protein_020	100
Library003_barcode69_hap3_rep2_tig00000001	SRK_protein_020	100
Library003_barcode69_hap3_rep4_tig00000001	SRK_protein_020	100
Library003_barcode69_hap4_rep2_tig00000001	SRK_protein_020	100
Library003_barcode69_hap4_rep4_tig00000001	SRK_protein_020	100
Library003_barcode70_hap3_rep1_tig00000002	SRK_protein_114	52
Library003_barcode71_hap1_rep2_tig00000002	SRK_protein_116	8
Library003_barcode71_hap2_rep2_tig00000002	SRK_protein_116	8
Library003_barcode71_hap3_rep2_tig00000002	SRK_protein_116	8
Library003_barcode71_hap3_rep4_tig00000002	SRK_protein_114	52
Library003_barcode71_hap4_rep2_tig00000002	SRK_protein_116	8
Library003_barcode71_hap4_rep4_tig00000002	SRK_protein_114	52
Library003_barcode71_hap1_rep2_tig00000001	SRK_protein_117	16
Library003_barcode71_hap1_rep3_tig00000002	SRK_protein_117	16
Library003_barcode71_hap2_rep2_tig00000001	SRK_protein_117	16
Library003_barcode71_hap2_rep3_tig00000002	SRK_protein_117	16
Library003_barcode71_hap3_rep2_tig00000001	SRK_protein_117	16
Library003_barcode71_hap3_rep3_tig00000002	SRK_protein_117	16
Library003_barcode71_hap4_rep2_tig00000001	SRK_protein_117	16
Library003_barcode71_hap4_rep3_tig00000002	SRK_protein_117	16
Library003_barcode72_hap1_rep2_tig00000001	SRK_protein_118	74
Library003_barcode72_hap1_rep3_tig00000001	SRK_protein_118	74
Library003_barcode72_hap2_rep2_tig00000001	SRK_protein_118	74
Library003_barcode72_hap2_rep3_tig00000001	SRK_protein_118	74
Library003_barcode72_hap3_rep2_tig00000001	SRK_protein_118	74
Library003_barcode72_hap3_rep3_tig00000001	SRK_protein_118	74
Library003_barcode72_hap4_rep2_tig00000001	SRK_protein_118	74
Library003_barcode72_hap4_rep3_tig00000001	SRK_protein_118	74
Library003_barcode72_hap1_rep1_tig00000001	SRK_protein_118	74
Library003_barcode72_hap2_rep1_tig00000001	SRK_protein_118	74
Library003_barcode72_hap3_rep1_tig00000001	SRK_protein_118	74
Library003_barcode72_hap4_rep1_tig00000001	SRK_protein_118	74
Library003_barcode73_hap1_rep1_tig00000002	SRK_protein_020	100
Library003_barcode73_hap1_rep3_tig00000001	SRK_protein_119	8
Library003_barcode73_hap2_rep1_tig00000002	SRK_protein_020	100
Library003_barcode73_hap2_rep3_tig00000001	SRK_protein_119	8
Library003_barcode73_hap3_rep1_tig00000002	SRK_protein_020	100
Library003_barcode73_hap3_rep3_tig00000001	SRK_protein_119	8
Library003_barcode74_hap1_rep2_tig00000001	SRK_protein_120	37
Library003_barcode74_hap2_rep2_tig00000001	SRK_protein_120	37
Library003_barcode74_hap3_rep2_tig00000001	SRK_protein_028	99
Library003_barcode74_hap4_rep2_tig00000001	SRK_protein_028	99
Library003_barcode74_hap1_rep1_tig00000002	SRK_protein_121	18
Library003_barcode74_hap1_rep3_tig00000001	SRK_protein_121	18
Library003_barcode74_hap2_rep1_tig00000002	SRK_protein_121	18
Library003_barcode74_hap2_rep3_tig00000001	SRK_protein_121	18
Library003_barcode74_hap3_rep1_tig00000001	SRK_protein_081	224
Library003_barcode74_hap3_rep1_tig00000002	SRK_protein_121	18
Library003_barcode74_hap4_rep1_tig00000001	SRK_protein_081	224
Library003_barcode74_hap4_rep1_tig00000002	SRK_protein_121	18
Library003_barcode76_hap1_rep2_tig00000002	SRK_protein_122	16
Library003_barcode76_hap1_rep3_tig00000001	SRK_protein_123	64
Library003_barcode76_hap2_rep2_tig00000002	SRK_protein_122	16
Library003_barcode76_hap2_rep3_tig00000001	SRK_protein_123	64
Library003_barcode76_hap3_rep2_tig00000002	SRK_protein_122	16
Library003_barcode76_hap3_rep3_tig00000001	SRK_protein_123	64
Library003_barcode76_hap4_rep2_tig00000002	SRK_protein_122	16
Library003_barcode76_hap4_rep3_tig00000001	SRK_protein_123	64
Library003_barcode76_hap2_rep2_tig00000001	SRK_protein_124	24
Library003_barcode76_hap3_rep2_tig00000001	SRK_protein_124	24
Library003_barcode76_hap4_rep2_tig00000001	SRK_protein_124	24
Library003_barcode77_hap1_rep3_tig00000004	SRK_protein_081	224
Library003_barcode77_hap2_rep3_tig00000004	SRK_protein_081	224
Library003_barcode77_hap3_rep3_tig00000004	SRK_protein_081	224
Library003_barcode77_hap4_rep3_tig00000004	SRK_protein_081	224
Library003_barcode77_hap1_rep2_tig00000001	SRK_protein_028	99
Library003_barcode77_hap2_rep2_tig00000001	SRK_protein_028	99
Library003_barcode77_hap3_rep2_tig00000001	SRK_protein_028	99
Library003_barcode77_hap4_rep2_tig00000001	SRK_protein_028	99
Library003_barcode78_hap1_rep1_tig00000002	SRK_protein_081	224
Library003_barcode78_hap1_rep2_tig00000001	SRK_protein_081	224
Library003_barcode78_hap3_rep2_tig00000001	SRK_protein_125	33
Library003_barcode78_hap4_rep2_tig00000001	SRK_protein_125	33
Library004_barcode79_hap1_rep2_tig00000002	SRK_protein_081	224
Library004_barcode79_hap2_rep2_tig00000002	SRK_protein_081	224
Library004_barcode79_hap3_rep2_tig00000002	SRK_protein_081	224
Library004_barcode79_hap4_rep2_tig00000002	SRK_protein_081	224
Library004_barcode79_hap1_rep1_tig00000002	SRK_protein_081	224
Library004_barcode79_hap2_rep1_tig00000002	SRK_protein_081	224
Library004_barcode79_hap2_rep4_tig00000002	SRK_protein_081	224
Library004_barcode79_hap3_rep4_tig00000002	SRK_protein_081	224
Library004_barcode79_hap4_rep1_tig00000002	SRK_protein_081	224
Library004_barcode79_hap4_rep4_tig00000002	SRK_protein_081	224
Library004_barcode80_hap1_rep4_tig00000001	SRK_protein_028	99
Library004_barcode80_hap2_rep4_tig00000001	SRK_protein_028	99
Library004_barcode80_hap3_rep4_tig00000001	SRK_protein_028	99
Library004_barcode80_hap1_rep2_tig00000002	SRK_protein_028	99
Library004_barcode80_hap2_rep2_tig00000002	SRK_protein_028	99
Library004_barcode80_hap3_rep2_tig00000002	SRK_protein_028	99
Library004_barcode80_hap4_rep2_tig00000002	SRK_protein_028	99
Library004_barcode81_hap1_rep2_tig00000001	SRK_protein_037	34
Library004_barcode81_hap1_rep3_tig00000001	SRK_protein_106	30
Library004_barcode81_hap1_rep4_tig00000001	SRK_protein_106	30
Library004_barcode81_hap2_rep2_tig00000001	SRK_protein_037	34
Library004_barcode81_hap2_rep3_tig00000001	SRK_protein_106	30
Library004_barcode81_hap2_rep4_tig00000001	SRK_protein_106	30
Library004_barcode81_hap3_rep2_tig00000001	SRK_protein_037	34
Library004_barcode81_hap3_rep3_tig00000001	SRK_protein_106	30
Library004_barcode81_hap3_rep4_tig00000001	SRK_protein_106	30
Library004_barcode81_hap4_rep2_tig00000001	SRK_protein_037	34
Library004_barcode81_hap4_rep1_tig00000001	SRK_protein_037	34
Library004_barcode82_hap1_rep1_tig00000002	SRK_protein_126	6
Library004_barcode82_hap2_rep1_tig00000001	SRK_protein_127	8
Library004_barcode82_hap2_rep1_tig00000002	SRK_protein_127	8
Library004_barcode82_hap3_rep1_tig00000001	SRK_protein_127	8
Library004_barcode82_hap3_rep1_tig00000002	SRK_protein_126	6
Library004_barcode82_hap4_rep1_tig00000001	SRK_protein_127	8
Library004_barcode82_hap4_rep1_tig00000002	SRK_protein_126	6
Library004_barcode82_hap1_rep3_tig00000001	SRK_protein_128	16
Library004_barcode82_hap2_rep3_tig00000001	SRK_protein_128	16
Library004_barcode82_hap3_rep3_tig00000001	SRK_protein_128	16
Library004_barcode82_hap4_rep3_tig00000001	SRK_protein_128	16
Library004_barcode83_hap1_rep1_tig00000002	SRK_protein_129	8
Library004_barcode83_hap1_rep4_tig00000001	SRK_protein_119	8
Library004_barcode83_hap2_rep1_tig00000002	SRK_protein_129	8
Library004_barcode83_hap2_rep4_tig00000001	SRK_protein_119	8
Library004_barcode83_hap3_rep1_tig00000002	SRK_protein_129	8
Library004_barcode83_hap4_rep1_tig00000002	SRK_protein_129	8
Library004_barcode83_hap1_rep2_tig00000001	SRK_protein_130	30
Library004_barcode83_hap2_rep2_tig00000001	SRK_protein_130	30
Library004_barcode83_hap3_rep2_tig00000001	SRK_protein_130	30
Library004_barcode83_hap4_rep2_tig00000001	SRK_protein_130	30
Library004_barcode84_hap1_rep4_tig00000001	SRK_protein_056	71
Library004_barcode84_hap2_rep4_tig00000001	SRK_protein_056	71
Library004_barcode84_hap3_rep4_tig00000001	SRK_protein_056	71
Library004_barcode84_hap4_rep4_tig00000001	SRK_protein_056	71
Library004_barcode85_hap1_rep3_tig00000002	SRK_protein_131	30
Library004_barcode85_hap2_rep1_tig00000001	SRK_protein_131	30
Library004_barcode85_hap2_rep3_tig00000002	SRK_protein_131	30
Library004_barcode85_hap3_rep1_tig00000001	SRK_protein_131	30
Library004_barcode85_hap3_rep3_tig00000002	SRK_protein_131	30
Library004_barcode85_hap4_rep3_tig00000002	SRK_protein_131	30
Library004_barcode85_hap1_rep1_tig00000003	SRK_protein_131	30
Library004_barcode85_hap1_rep2_tig00000001	SRK_protein_072	235
Library004_barcode85_hap1_rep3_tig00000001	SRK_protein_131	30
Library004_barcode85_hap2_rep1_tig00000003	SRK_protein_131	30
Library004_barcode85_hap2_rep3_tig00000001	SRK_protein_131	30
Library004_barcode85_hap3_rep1_tig00000003	SRK_protein_131	30
Library004_barcode85_hap3_rep2_tig00000001	SRK_protein_072	235
Library004_barcode85_hap3_rep3_tig00000001	SRK_protein_131	30
Library004_barcode85_hap4_rep1_tig00000003	SRK_protein_131	30
Library004_barcode85_hap4_rep3_tig00000001	SRK_protein_131	30
Library004_barcode86_hap1_rep3_tig00000001	SRK_protein_132	8
Library004_barcode86_hap2_rep3_tig00000001	SRK_protein_132	8
Library004_barcode86_hap3_rep3_tig00000001	SRK_protein_132	8
Library004_barcode86_hap4_rep3_tig00000001	SRK_protein_132	8
Library004_barcode87_hap1_rep1_tig00000001	SRK_protein_133	65
Library004_barcode87_hap1_rep4_tig00000001	SRK_protein_134	8
Library004_barcode87_hap2_rep1_tig00000001	SRK_protein_133	65
Library004_barcode87_hap2_rep4_tig00000001	SRK_protein_134	8
Library004_barcode87_hap3_rep1_tig00000001	SRK_protein_133	65
Library004_barcode87_hap3_rep4_tig00000001	SRK_protein_134	8
Library004_barcode87_hap4_rep1_tig00000001	SRK_protein_133	65
Library004_barcode87_hap4_rep4_tig00000001	SRK_protein_134	8
Library004_barcode87_hap1_rep3_tig00000001	SRK_protein_135	20
Library004_barcode87_hap2_rep3_tig00000001	SRK_protein_135	20
Library004_barcode87_hap3_rep3_tig00000001	SRK_protein_135	20
Library004_barcode87_hap4_rep3_tig00000001	SRK_protein_135	20
Library004_barcode88_hap1_rep2_tig00000001	SRK_protein_125	33
Library004_barcode88_hap2_rep2_tig00000001	SRK_protein_125	33
Library004_barcode88_hap3_rep2_tig00000001	SRK_protein_125	33
Library004_barcode88_hap4_rep2_tig00000001	SRK_protein_125	33
Library004_barcode89_hap1_rep3_tig00000001	SRK_protein_131	30
Library004_barcode89_hap2_rep3_tig00000001	SRK_protein_131	30
Library004_barcode89_hap3_rep3_tig00000001	SRK_protein_131	30
Library004_barcode89_hap4_rep3_tig00000001	SRK_protein_131	30
Library004_barcode89_hap1_rep1_tig00000001	SRK_protein_131	30
Library004_barcode89_hap1_rep1_tig00000002	SRK_protein_131	30
Library004_barcode89_hap2_rep1_tig00000001	SRK_protein_131	30
Library004_barcode89_hap2_rep1_tig00000002	SRK_protein_131	30
Library004_barcode89_hap3_rep1_tig00000001	SRK_protein_131	30
Library004_barcode89_hap3_rep1_tig00000002	SRK_protein_131	30
Library004_barcode89_hap4_rep1_tig00000001	SRK_protein_131	30
Library004_barcode89_hap4_rep1_tig00000002	SRK_protein_131	30
Library005_barcode01_hap1_rep3_tig00000003	SRK_protein_035	59
Library005_barcode01_hap2_rep3_tig00000003	SRK_protein_035	59
Library005_barcode01_hap4_rep3_tig00000003	SRK_protein_035	59
Library005_barcode01_hap1_rep1_tig00000004	SRK_protein_136	18
Library005_barcode01_hap1_rep2_tig00000001	SRK_protein_137	50
Library005_barcode01_hap2_rep1_tig00000004	SRK_protein_136	18
Library005_barcode01_hap2_rep2_tig00000001	SRK_protein_137	50
Library005_barcode01_hap3_rep1_tig00000004	SRK_protein_136	18
Library005_barcode01_hap3_rep2_tig00000001	SRK_protein_137	50
Library005_barcode01_hap4_rep1_tig00000004	SRK_protein_136	18
Library005_barcode01_hap4_rep2_tig00000001	SRK_protein_137	50
Library005_barcode02_hap1_rep1_tig00000001	SRK_protein_050	115
Library005_barcode02_hap1_rep4_tig00000002	SRK_protein_019	9
Library005_barcode02_hap2_rep1_tig00000001	SRK_protein_050	115
Library005_barcode02_hap2_rep4_tig00000002	SRK_protein_019	9
Library005_barcode02_hap3_rep1_tig00000001	SRK_protein_050	115
Library005_barcode02_hap3_rep4_tig00000002	SRK_protein_019	9
Library005_barcode02_hap4_rep1_tig00000001	SRK_protein_050	115
Library005_barcode02_hap4_rep4_tig00000002	SRK_protein_019	9
Library005_barcode02_hap1_rep2_tig00000002	SRK_protein_138	6
Library005_barcode02_hap1_rep4_tig00000001	SRK_protein_050	115
Library005_barcode02_hap2_rep2_tig00000002	SRK_protein_138	6
Library005_barcode02_hap2_rep4_tig00000001	SRK_protein_050	115
Library005_barcode02_hap3_rep4_tig00000001	SRK_protein_050	115
Library005_barcode02_hap4_rep2_tig00000002	SRK_protein_138	6
Library005_barcode02_hap4_rep4_tig00000001	SRK_protein_050	115
Library005_barcode03_hap1_rep2_tig00000002	SRK_protein_056	71
Library005_barcode03_hap1_rep3_tig00000002	SRK_protein_139	108
Library005_barcode03_hap1_rep4_tig00000002	SRK_protein_140	24
Library005_barcode03_hap2_rep3_tig00000002	SRK_protein_139	108
